rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
193,193,University of Miami,46.9,195,48.7,111,33.1,308,-,394,27.0,272,69.7,165,United States,University of Miami,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",False,False
196,196,University of Leicester,46.7,196,33.0,257,83.7,35,34.9,274,32.5,222,66.5,181,United Kingdom,University of Leicester uk united kingdom leicester,"Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Archaeology,Other Health,Communication & Media Studies,Law,Business & Management,Art, Performing Arts & Design,General Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Psychology,Civil Engineering,Physics & Astronomy,Medicine & Dentistry,Sport Science,Agriculture & Forestry,Education,Geography,Economics & Econometrics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Sociology,Computer Science,Mathematics & Statistics",False,False
196,196,University of Victoria,46.7,197,20.2,367,65.9,113,30.6,334,33.7,212,82.7,83,Canada,University of Victoria,"Languages, Literature & Linguistics,General Engineering,Economics & Econometrics,Physics & Astronomy,Education,Computer Science,Chemistry,Other Health,Law,Biological Sciences,Psychology,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Business & Management,Medicine & Dentistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",False,False
198,198,University at Buffalo,46.6,198,46.3,131,50.7,205,42.4,181,40.6,168,52.1,291,United States,University at Buffalo,"Architecture,Communication & Media Studies,Education,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,General Engineering,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Civil Engineering,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Law,Geography,Languages, Literature & Linguistics,Other Health,Sport Science,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology",False,False
199,199,Goethe University Frankfurt,46.4,199,33.3,251,57.6,161,41.4,192,29.7,246,73.9,133,Germany,Goethe University Frankfurt,"Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Languages, Literature & Linguistics,Medicine & Dentistry,Psychology,Other Health,Biological Sciences,Computer Science,Geography,Sociology,Accounting & Finance,Chemistry,Economics & Econometrics,Physics & Astronomy,Sport Science,Archaeology,Education,Law,Business & Management,Politics & International Studies (incl Development Studies),History, Philosophy & Theology",False,False
200,200,"Birkbeck, University of London",46.2,200,27.6,305,83.2,39,29.4,348,30.5,237,72.8,144,United Kingdom,"Birkbeck, University of London","Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Law,Economics & Econometrics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Sociology,Archaeology,Education,Languages, Literature & Linguistics,Communication & Media Studies,Psychology,Geography,Business & Management,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
201,201-225,University of Strasbourg,-,367,29.7,287,68.3,95,34.8,275,29.2,249,72.0,152,France,University of Strasbourg,"Mechanical & Aerospace Engineering,Other Health,Computer Science,Sociology,Accounting & Finance,Biological Sciences,Economics & Econometrics,Chemical Engineering,Psychology,History, Philosophy & Theology,General Engineering,Geography,Art, Performing Arts & Design,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Languages, Literature & Linguistics,Education,Communication & Media Studies,Mathematics & Statistics,Archaeology,Chemistry,Law,Electrical & Electronic Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Business & Management,Civil Engineering",False,False
201,201-225,University of Barcelona,-,310,32.5,265,46.0,239,30.9,327,33.4,214,71.4,157,Spain,University of Barcelona,"Art, Performing Arts & Design,Medicine & Dentistry,Law,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Sociology,Business & Management,Biological Sciences,Communication & Media Studies,Archaeology,Other Health,Psychology,History, Philosophy & Theology,Accounting & Finance,Sport Science,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Education,Chemistry,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Geography",False,False
201,201-225,Sungkyunkwan University (SKKU),-,296,47.1,126,30.9,325,98.7,21,48.7,115,39.3,371,South Korea,Sungkyunkwan University (SKKU),"Medicine & Dentistry,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy,Education,Computer Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Psychology,Business & Management,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Economics & Econometrics,Civil Engineering,Sociology,Other Health,Law,Art, Performing Arts & Design,Chemical Engineering,Chemistry",False,False
201,201-225,University of Oslo,-,353,33.5,249,59.0,152,31.4,320,39.8,176,62.3,219,Norway,University of Oslo,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Other Health,Psychology,Languages, Literature & Linguistics,Law,Biological Sciences,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Sociology,Education,Geography,History, Philosophy & Theology,Chemistry,Archaeology,Mathematics & Statistics",False,False
201,201-225,Pompeu Fabra University,-,280,27.3,309,49.9,213,34.2,283,23.2,307,77.5,111,Spain,Pompeu Fabra University,"Art, Performing Arts & Design,Education,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Accounting & Finance,History, Philosophy & Theology,Other Health,Computer Science,Sociology,Biological Sciences,Law,Economics & Econometrics",False,False
201,201-225,University of Erlangen-Nuremberg,-,322,35.0,228,49.0,218,45.2,150,18.7,354,74.6,130,Germany,University of Erlangen-Nuremberg,"Archaeology,Computer Science,Sport Science,Biological Sciences,Languages, Literature & Linguistics,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Law,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Physics & Astronomy,Sociology,Psychology,Other Health,Mechanical & Aerospace Engineering,Education,Accounting & Finance,Geography,Chemical Engineering,Business & Management,General Engineering,Communication & Media Studies",False,False
201,201-225,Cardiff University,-,214,32.5,263,68.1,96,39.8,214,38.2,187,60.2,230,United Kingdom,Cardiff University,"Education,Psychology,Other Health,Archaeology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",False,False
201,201-225,Johannes Gutenberg University of Mainz,-,239,33.5,248,57.0,166,-,376,18.4,355,85.2,68,Germany,Johannes Gutenberg University of Mainz,"Psychology,Art, Performing Arts & Design,Chemistry,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Education,Archaeology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Sociology,Communication & Media Studies,Computer Science,Accounting & Finance,History, Philosophy & Theology,Law,Business & Management,Mathematics & Statistics,Medicine & Dentistry,Geography",False,False
201,201-225,University of Tübingen,-,380,36.3,215,56.3,173,31.6,319,25.1,290,73.8,136,Germany,University of Tübingen,"History, Philosophy & Theology,Education,Sociology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Medicine & Dentistry,Sport Science,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Computer Science,Geography,Physics & Astronomy,Biological Sciences,Other Health,Mathematics & Statistics,Accounting & Finance,Chemistry,Business & Management,Law,Psychology",False,False
201,201-225,Tilburg University,-,299,38.2,194,56.6,171,54.8,107,54.5,96,33.7,385,Netherlands,Tilburg University,"Psychology,History, Philosophy & Theology,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Education,Other Health,Law,Business & Management,Communication & Media Studies,Economics & Econometrics,Sociology,Data Science",False,False
201,201-225,Lomonosov Moscow State University,-,252,63.5,56,50.3,210,70.1,67,48.1,117,19.7,400,Russian Federation,Lomonosov Moscow State University,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Geography,Medicine & Dentistry,Physics & Astronomy,Biological Sciences,Sport Science,Computer Science,Accounting & Finance,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Sociology,Business & Management,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Law,Economics & Econometrics,Education,Communication & Media Studies,Chemical Engineering",False,False
201,201-225,"St George’s, University of London",-,291,20.0,369,57.9,160,44.1,157,22.6,311,89.7,51,United Kingdom,"St George’s, University of London","Medicine & Dentistry,Other Health",False,False
201,201-225,Middle East Technical University,-,257,50.8,100,28.0,348,50.6,120,46.0,126,44.6,351,Turkey,Middle East Technical University,"Languages, Literature & Linguistics,Sport Science,Archaeology,Civil Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,Computer Science,Mechanical & Aerospace Engineering,Geography,Accounting & Finance,Biological Sciences,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Chemistry,Education,Economics & Econometrics,Mathematics & Statistics",False,False
201,201-225,University of Georgia,-,326,45.4,137,36.2,288,31.3,321,40.1,174,46.8,340,United States,University of Georgia,"Architecture,Archaeology,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Agriculture & Forestry,Civil Engineering,Psychology,Other Health,Communication & Media Studies,Biological Sciences,Sport Science,Economics & Econometrics,Computer Science,Physics & Astronomy,Sociology,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Chemical Engineering,Art, Performing Arts & Design,Veterinary Science",False,False
201,201-225,University of Gothenburg,-,327,28.3,300,48.4,223,38.6,231,41.9,155,63.8,202,Sweden,University of Gothenburg,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Business & Management,Physics & Astronomy,Education,Sociology,Languages, Literature & Linguistics,Sport Science,Geography,Chemistry,Accounting & Finance,Archaeology,Law,Communication & Media Studies,History, Philosophy & Theology,Other Health,Psychology,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
201,201-225,Brandeis University,-,212,27.3,308,45.3,244,37.4,246,27.9,259,83.1,78,United States,Brandeis University,"Languages, Literature & Linguistics,Physics & Astronomy,Computer Science,Chemistry,Mathematics & Statistics,Biological Sciences,Art, Performing Arts & Design,Psychology,Agriculture & Forestry,Business & Management,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology",False,False
201,201-225,Queen’s University,-,283,39.5,183,58.0,159,77.3,51,35.4,202,51.2,298,Canada,Queen’s University Canadian University Research Student Experience,"Mechanical & Aerospace Engineering,Business & Management,Electrical & Electronic Engineering,Agriculture & Forestry,Psychology,Law,Art, Performing Arts & Design,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Civil Engineering,Mathematics & Statistics,General Engineering,History, Philosophy & Theology,Chemical Engineering,Physics & Astronomy,Communication & Media Studies,Accounting & Finance,Education,Sport Science,Geography,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Chemistry,Sociology",False,False
201,201-225,University of Science and Technology of China,-,361,39.2,186,22.0,381,50.1,123,27.7,264,72.7,145,China,University of Science and Technology of China USTC China University of Science and Technology,"Computer Science,Sport Science,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Education,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Agriculture & Forestry,Accounting & Finance,Archaeology",False,False
201,201-225,University of Innsbruck,-,333,36.6,212,88.7,12,38.2,238,17.9,358,71.6,155,Austria,University of Innsbruck,"Chemical Engineering,Architecture,Psychology,Computer Science,Communication & Media Studies,Sociology,Physics & Astronomy,Archaeology,Economics & Econometrics,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Law,Accounting & Finance,Business & Management,Sport Science,General Engineering,Education,Geography,Mathematics & Statistics,Civil Engineering,History, Philosophy & Theology,Other Health,Biological Sciences",False,False
201,201-225,Nagoya University,-,261,44.2,149,25.3,367,35.5,266,39.2,183,53.3,280,Japan,Nagoya University,"Other Health,Mathematics & Statistics,Archaeology,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Biological Sciences,Languages, Literature & Linguistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Sociology,Education,Physics & Astronomy,Psychology,Business & Management,Accounting & Finance,Civil Engineering,Chemistry,Architecture,Medicine & Dentistry,Law,Geography,Agriculture & Forestry,Communication & Media Studies,Chemical Engineering",False,False
201,201-225,University of Konstanz,-,338,32.6,260,58.5,154,51.9,118,35.6,200,64.5,192,Germany,University of Konstanz,"Art, Performing Arts & Design,Chemistry,History, Philosophy & Theology,Sport Science,Psychology,Economics & Econometrics,Education,Languages, Literature & Linguistics,Communication & Media Studies,Accounting & Finance,Biological Sciences,Business & Management,Politics & International Studies (incl Development Studies),Law,Computer Science,Physics & Astronomy,Sociology,Mathematics & Statistics",False,False
201,201-225,University of Dundee,-,320,24.8,328,66.6,106,49.9,124,23.2,309,81.1,90,United Kingdom,University of Dundee,"History, Philosophy & Theology,Mechanical & Aerospace Engineering,Computer Science,Psychology,Education,Architecture,Biological Sciences,Medicine & Dentistry,Physics & Astronomy,Mathematics & Statistics,Other Health,Economics & Econometrics,Civil Engineering,Business & Management,Electrical & Electronic Engineering,Geography,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Law,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Communication & Media Studies",False,False
201,201-225,"Northeastern University, US",-,274,40.1,178,41.0,261,33.8,288,21.2,329,76.4,121,United States,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",False,False
201,201-225,Fudan University,-,227,45.3,138,38.6,273,46.3,142,39.5,180,51.3,297,China,Fudan University,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",False,False
201,201-225,Autonomous University of Barcelona,-,204,39.0,188,47.1,234,37.3,248,35.7,198,62.8,213,Spain,Autonomous University of Barcelona uab,"General Engineering,Geography,Accounting & Finance,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Law,Mathematics & Statistics,Archaeology,Education,Sport Science,Art, Performing Arts & Design,Computer Science,Veterinary Science,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Politics & International Studies (incl Development Studies)",False,False
226,226-250,Georgia Health Sciences University,-,229,49.4,107,32.6,313,43.6,168,17.5,363,62.0,222,United States,Georgia Health Sciences University,,False,False
226,226-250,Technical University of Darmstadt,-,302,37.8,198,64.4,122,84.4,38,31.8,228,44.4,354,Germany,Technical University of Darmstadt Technical University of Darmstadt,"Languages, Literature & Linguistics,Mathematics & Statistics,Chemical Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Civil Engineering,Mechanical & Aerospace Engineering,Architecture,Physics & Astronomy,Other Health,Electrical & Electronic Engineering,Sport Science,Economics & Econometrics,Sociology,Business & Management,Psychology,Education,General Engineering,Chemistry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences",False,False
226,226-250,Mizzou - University of Missouri,-,346,40.4,176,30.8,326,31.1,324,45.8,128,45.2,347,United States,Mizzou - University of Missouri,"Mechanical & Aerospace Engineering,Mathematics & Statistics,Other Health,Sociology,Chemical Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Business & Management,Geography,Civil Engineering,Education,Art, Performing Arts & Design,Archaeology,Biological Sciences,Veterinary Science,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Economics & Econometrics,Agriculture & Forestry,Psychology,Computer Science,Accounting & Finance,Law,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Communication & Media Studies",False,False
226,226-250,Tulane University,-,304,42.8,159,31.2,322,-,383,22.6,312,66.8,179,United States,Tulane University,"Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,Architecture,Education,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Other Health,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics",False,False
226,226-250,Bilkent University,-,209,34.7,234,42.0,257,39.9,211,30.5,236,60.1,231,Turkey,Bilkent University,"Art, Performing Arts & Design,Economics & Econometrics,Archaeology,Electrical & Electronic Engineering,Psychology,Accounting & Finance,Business & Management,Chemistry,Computer Science,Languages, Literature & Linguistics,Biological Sciences,Law,Mathematics & Statistics,Education,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health",False,False
226,226-250,University of Otago,-,354,28.8,293,85.4,27,37.2,250,30.9,232,54.8,269,New Zealand,University of Otago,"Mathematics & Statistics,Medicine & Dentistry,Business & Management,Agriculture & Forestry,Accounting & Finance,Art, Performing Arts & Design,Law,History, Philosophy & Theology,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Archaeology,Computer Science,Geography,Chemistry,Psychology",False,False
226,226-250,University of Waterloo,-,387,34.7,238,58.3,157,39.4,221,42.1,152,41.8,363,Canada,University of Waterloo,"Biological Sciences,Geography,Other Health,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,History, Philosophy & Theology,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Chemical Engineering,Mathematics & Statistics,Business & Management,Civil Engineering,Communication & Media Studies,Computer Science,Physics & Astronomy,Psychology,Electrical & Electronic Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Sport Science,Sociology,Accounting & Finance,Chemistry",False,False
226,226-250,Korea University,-,246,44.7,145,27.3,358,52.1,117,43.7,143,39.4,370,South Korea,Korea University,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Archaeology,Biological Sciences,Education,Politics & International Studies (incl Development Studies),Chemical Engineering,Law,Economics & Econometrics,General Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Chemistry,Architecture,Computer Science,Agriculture & Forestry,Sociology,Art, Performing Arts & Design,Other Health,Sport Science,Geography",False,False
226,226-250,Université Libre de Bruxelles,-,307,25.6,322,78.2,52,54.9,106,30.6,234,59.3,239,Belgium,Université Libre de Bruxelles,"Architecture,Civil Engineering,Physics & Astronomy,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Education,Chemistry,Sociology,Archaeology,Chemical Engineering,Agriculture & Forestry,Accounting & Finance,Computer Science,Biological Sciences,Geography,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Medicine & Dentistry,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Other Health,Veterinary Science",False,False
226,226-250,Western University,-,398,39.4,184,51.3,201,44.6,154,37.2,192,44.8,350,Canada,Western University,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology,Medicine & Dentistry,Other Health,Computer Science,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,Biological Sciences,Sport Science,Mathematics & Statistics,Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography,Law,Education,Psychology,Business & Management,Accounting & Finance,Economics & Econometrics",False,False
226,226-250,Simon Fraser University,-,289,24.0,332,55.6,177,41.6,190,35.3,203,61.0,226,Canada,Simon Fraser University,"Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Education,Psychology,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Electrical & Electronic Engineering,Other Health,Sociology,Mathematics & Statistics,Law,Computer Science,Business & Management,Geography,Sport Science,Archaeology,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Physics & Astronomy",False,False
226,226-250,University of Würzburg,-,389,33.0,258,44.8,245,30.4,335,19.4,347,70.9,162,Germany,University of Würzburg,"Languages, Literature & Linguistics,Psychology,Education,Chemistry,Physics & Astronomy,Agriculture & Forestry,Business & Management,Law,Geography,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Economics & Econometrics,Sport Science,Sociology,Computer Science,Architecture,Other Health,Mathematics & Statistics,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Chemical Engineering,Archaeology",False,False
226,226-250,Florida Institute of Technology,-,226,16.2,395,58.4,155,28.7,355,11.9,389,92.5,37,United States,Florida Institute of Technology,"Computer Science,Sport Science,Sociology,Chemical Engineering,Mechanical & Aerospace Engineering,Other Health,Law,Civil Engineering,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Psychology,General Engineering,Physics & Astronomy,Education,Chemistry,Business & Management,Biological Sciences",False,False
226,226-250,Koç University,-,245,20.4,366,52.8,193,37.9,243,22.3,316,79.2,103,Turkey,Koç University koc,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,Business & Management,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Computer Science,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Chemical Engineering,Biological Sciences,Sociology,Economics & Econometrics,Mathematics & Statistics",False,False
226,226-250,University of Cincinnati – Uptown,-,316,34.9,231,23.9,376,35.8,261,26.5,279,69.5,168,United States,University of Cincinnati – Uptown,"Electrical & Electronic Engineering,Economics & Econometrics,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Archaeology,Communication & Media Studies,Computer Science,Agriculture & Forestry,Chemistry,Business & Management,Sociology,Psychology,General Engineering,Other Health,Architecture,Geography,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Accounting & Finance,Chemical Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,History, Philosophy & Theology,Mathematics & Statistics,Law",False,False
226,226-250,University of Calgary,-,314,37.3,204,62.2,136,42.8,178,35.8,197,47.1,337,Canada,University of Calgary,"Geography,Psychology,Mechanical & Aerospace Engineering,Veterinary Science,History, Philosophy & Theology,Other Health,Sport Science,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Chemistry,Education,Law,Archaeology,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Architecture,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Biological Sciences",False,False
226,226-250,Carleton University,-,215,18.3,385,56.8,168,-,366,26.7,276,75.1,126,Canada,Carleton University,"Sociology,Psychology,Communication & Media Studies,Economics & Econometrics,Sport Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Law,Accounting & Finance,Agriculture & Forestry,Business & Management,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Archaeology,Chemical Engineering,Biological Sciences,Architecture,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Computer Science,Chemistry,Geography",False,False
