rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
8470,801–1000,Edge Hill University,29.8–33.9,8470,17.7,1387,14.2,1091,58.0,702,37.0,1662,49.1,691,United Kingdom,"10,990",15.4,7%,69 : 31,Edge Hill University,"Business & Management,Computer Science,Medicine & Dentistry,Psychology,History, Philosophy & Theology,Biological Sciences,Education,Geography,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Sport Science,Sociology,Electrical & Electronic Engineering,Other Health,Communication & Media Studies,Mechanical & Aerospace Engineering",False,False
8480,801–1000,"University of Engineering and Technology, Peshawar",29.8–33.9,8480,14.2,1742,11.8,1301,62.0,622,38.2,1239,44.6,813,Pakistan,"8,680",20.7,1%,6 : 94,"University of Engineering and Technology, Peshawar","Computer Science,Mathematics & Statistics,Electrical & Electronic Engineering,General Engineering,Civil Engineering,Architecture,Mechanical & Aerospace Engineering,Chemical Engineering",False,False
8490,801–1000,Ewha Womans University,29.8–33.9,8490,32.3,438,33.1,345,26.2,1281,70.4,191,44.3,822,South Korea,"14,746",17.5,13%,100 : 0,Ewha Womans University,"Architecture,Economics & Econometrics,Sport Science,Sociology,Business & Management,Agriculture & Forestry,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Geography,Accounting & Finance,Education,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Other Health,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Chemistry,Chemical Engineering,Art, Performing Arts & Design,Law,Mathematics & Statistics,Medicine & Dentistry,Veterinary Science",False,False
8500,801–1000,Federal University of Minas Gerais,29.8–33.9,8500,34.2,373,19.1,792,42.2,982,38.7,1158,29.4,1291,Brazil,"40,998",12.9,1%,53 : 47,Federal University of Minas Gerais,"Communication & Media Studies,Architecture,General Engineering,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Archaeology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Other Health,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Business & Management,Accounting & Finance,Education,Sport Science,Veterinary Science,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Biological Sciences,Chemistry,Computer Science,Agriculture & Forestry,Psychology,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering",False,False
8510,801–1000,Universidade Federal de Sergipe,29.8–33.9,8510,17.4,1432,9.9,1530,67.2,534,36.9,1742,23.1,1558,Brazil,"26,327",15.8,0%,51 : 49,Universidade Federal de Sergipe,"Communication & Media Studies,Business & Management,Education,Geography,Agriculture & Forestry,Chemistry,Medicine & Dentistry,Languages, Literature & Linguistics,Chemical Engineering,Computer Science,Physics & Astronomy,Sport Science,Economics & Econometrics,Mathematics & Statistics,Mechanical & Aerospace Engineering,Architecture,Sociology,Law,Geology, Environmental, Earth & Marine Sciences,Other Health,History, Philosophy & Theology,Civil Engineering,Veterinary Science,General Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Psychology,Accounting & Finance,Archaeology",False,False
8520,801–1000,Firat University,29.8–33.9,8520,15.6,1635,9.0,1643,74.6,420,37.0,1666,25.1,1458,Turkey,"39,961",20.6,5%,37 : 63,Firat University,,False,False
8530,801–1000,Florida Agricultural and Mechanical University,29.8–33.9,8530,36.8,302,13.8,1118,36.8,1080,37.3,1506,41.5,921,United States,"9,342",16.8,1%,66 : 34,Florida Agricultural and Mechanical University,"Art, Performing Arts & Design,Economics & Econometrics,General Engineering,Communication & Media Studies,Education,Physics & Astronomy,Languages, Literature & Linguistics,Agriculture & Forestry,Sociology,Other Health,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science,Civil Engineering,Chemistry,History, Philosophy & Theology,Law,Geography,Business & Management,Mechanical & Aerospace Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Biological Sciences",False,False
8540,801–1000,Florida Atlantic University,29.8–33.9,8540,21.5,993,19.3,775,46.0,926,42.6,715,48.5,708,United States,"24,191",18.7,10%,64 : 36,Florida Atlantic University,"History, Philosophy & Theology,Architecture,Computer Science,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Education,Physics & Astronomy,Accounting & Finance,General Engineering,Art, Performing Arts & Design,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Sport Science,Sociology,Medicine & Dentistry,Chemistry,Archaeology,Civil Engineering,Communication & Media Studies,Biological Sciences",False,False
8550,801–1000,University of Foggia,29.8–33.9,8550,17.9,1360,21.3,696,55.7,748,38.8,1146,26.3,1409,Italy,"11,292",31.8,1%,63 : 37,University of Foggia,"Other Health,Economics & Econometrics,Archaeology,Law,Agriculture & Forestry,Accounting & Finance,Medicine & Dentistry,Biological Sciences,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Business & Management,Sport Science,Languages, Literature & Linguistics,Education",False,False
8560,801–1000,University of the Free State,29.8–33.9,8560,18.1,1330,17.6,857,49.4,864,40.1,945,47.3,738,South Africa,"33,826",36.8,2%,63 : 37,University of the Free State,"Sport Science,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Agriculture & Forestry,Psychology,General Engineering,Chemistry,Sociology,Civil Engineering,Art, Performing Arts & Design,Geography,Computer Science,Languages, Literature & Linguistics,Education,Geology, Environmental, Earth & Marine Sciences,Other Health,Architecture,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,Biological Sciences,History, Philosophy & Theology,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Physics & Astronomy,Law",False,False
8570,801–1000,Fujita Health University,29.8–33.9,8570,25.1,737,11.7,1310,64.0,590,40.2,928,20.5,1668,Japan,"3,082",3.8,1%,57 : 43,Fujita Health University Fujita Gakuen Fujita Medical  Fujita Academy,"Biological Sciences,Medicine & Dentistry,Other Health",False,False
8580,801–1000,Fuzhou University,29.8–33.9,8580,17.2,1458,14.4,1073,60.1,663,55.0,322,29.0,1302,China,"39,987",16.8,1%,39 : 61,Fuzhou University,"Mechanical & Aerospace Engineering,Chemistry,Business & Management,Physics & Astronomy,Electrical & Electronic Engineering,Sociology,Mathematics & Statistics,Biological Sciences,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Art, Performing Arts & Design,Psychology,Law,Civil Engineering,Chemical Engineering,Accounting & Finance,General Engineering,Economics & Econometrics,Computer Science",False,False
8590,801–1000,University of Girona,29.8–33.9,8590,18.9,1221,21.9,667,52.8,799,39.6,1020,53.0,605,Spain,"14,011",21.1,15%,57 : 43,University of Girona,"Computer Science,Medicine & Dentistry,Psychology,Communication & Media Studies,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Law,Other Health,Sport Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Languages, Literature & Linguistics,Biological Sciences,Chemistry,Chemical Engineering,History, Philosophy & Theology,Agriculture & Forestry,Economics & Econometrics,General Engineering,Architecture,Electrical & Electronic Engineering,Education,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design",False,False
8600,801–1000,Guangdong University of Technology,29.8–33.9,8600,16.2,1582,14.8,1041,69.9,488,61.1,261,25.1,1459,China,"46,040",18.1,0%,29 : 71,Guangdong University of Technology,"Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Accounting & Finance,Sociology,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Art, Performing Arts & Design,Electrical & Electronic Engineering,Biological Sciences,Business & Management,Law,Architecture,Civil Engineering",False,False
8610,801–1000,Hiroshima University,29.8–33.9,8610,32.5,426,23.5,607,29.7,1219,49.6,414,38.6,994,Japan,"14,612",8.1,9%,37 : 63,Hiroshima University,"Archaeology,Medicine & Dentistry,Other Health,Agriculture & Forestry,Mathematics & Statistics,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Psychology,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,General Engineering,Communication & Media Studies,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,History, Philosophy & Theology,Education,Veterinary Science,Languages, Literature & Linguistics,Biological Sciences,Sociology,Electrical & Electronic Engineering,Geography,Chemistry",False,False
8620,801–1000,Indian Institute of Technology Patna,29.8–33.9,8620,27.2,641,24.0,590,50.1,851,37.1,1610,17.8,1752,India,"2,203",17.9,0%,18 : 82,Indian Institute of Technology Patna,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,Physics & Astronomy,General Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Civil Engineering,Chemistry",False,False
8630,801–1000,Indian Institute of Technology Gandhinagar,29.8–33.9,8630,34.0,376,27.5,489,34.2,1126,44.8,571,23.9,1519,India,"1,782",15.1,1%,26 : 74,Indian Institute of Technology Gandhinagar,"Languages, Literature & Linguistics,History, Philosophy & Theology,Chemistry,Sociology,Mechanical & Aerospace Engineering,Biological Sciences,Chemical Engineering,Psychology,Physics & Astronomy,Computer Science,Economics & Econometrics,Archaeology,Mathematics & Statistics,General Engineering,Civil Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
8640,801–1000,Universitat Internacional de Catalunya,29.8–33.9,8640,17.6,1412,15.6,984,57.0,718,40.2,929,63.7,431,Spain,"5,172",14.0,34%,63 : 37,Universitat Internacional de Catalunya,"History, Philosophy & Theology,Law,Accounting & Finance,Medicine & Dentistry,Architecture,Education,Chemical Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Business & Management,Economics & Econometrics,Psychology,Other Health",False,False
8650,801–1000,University of Ioannina,29.8–33.9,8650,15.5,1647,14.5,1066,60.6,653,39.0,1109,43.4,856,Greece,"32,168",39.6,3%,69 : 31,University of Ioannina,"Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Chemistry,Economics & Econometrics,Agriculture & Forestry,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Psychology,Archaeology,Business & Management,Biological Sciences,Other Health,History, Philosophy & Theology,Computer Science,Education,Mathematics & Statistics,Accounting & Finance",False,False
8660,801–1000,ISCTE-University Institute of Lisbon,29.8–33.9,8660,24.0,814,32.0,387,36.0,1087,41.8,769,55.5,564,Portugal,"9,374",24.9,17%,52 : 48,ISCTE-University Institute of Lisbon,"History, Philosophy & Theology,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Business & Management,Accounting & Finance,Communication & Media Studies,Architecture,Psychology",False,False
8670,801–1000,The Islamia University of Bahawalpur,29.8–33.9,8670,21.4,1007,12.1,1277,62.9,608,37.1,1612,43.2,865,Pakistan,"35,698",28.5,0%,46 : 54,The Islamia University of Bahawalpur,"Other Health,Veterinary Science,Geography,Mathematics & Statistics,History, Philosophy & Theology,Medicine & Dentistry,Sport Science,Accounting & Finance,Psychology,Mechanical & Aerospace Engineering,Chemical Engineering,Biological Sciences,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Computer Science,Law,Archaeology,Education,Agriculture & Forestry,Economics & Econometrics,Chemistry,Sociology,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design",False,False
8680,801–1000,Istanbul Medeniyet University,29.8–33.9,8680,17.7,1391,9.9,1533,66.4,550,37.0,1675,22.7,1587,Turkey,"10,536",13.4,3%,52 : 48,Istanbul Medeniyet University,"History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Biological Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Electrical & Electronic Engineering,Chemistry,Economics & Econometrics,Psychology,Education,Languages, Literature & Linguistics,Civil Engineering,Other Health,Law,Architecture,Sociology",False,False
8690,801–1000,ITMO University,29.8–33.9,8690,28.8,572,32.6,366,28.2,1248,71.7,184,65.5,396,Russian Federation,"10,814",15.0,22%,34 : 66,ITMO University,"Agriculture & Forestry,Other Health,Chemical Engineering,Biological Sciences,Mechanical & Aerospace Engineering,Communication & Media Studies,Art, Performing Arts & Design,Education,General Engineering,Accounting & Finance,Business & Management,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Law,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering",False,False
8700,801–1000,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,29.8–33.9,8700,20.7,1059,9.2,1615,61.7,628,37.3,1512,52.1,625,Romania,"8,017",7.9,33%,66 : 34,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Medicine & Dentistry,False,False
8710,801–1000,University of Jaén,29.8–33.9,8710,18.5,1270,17.6,859,54.7,766,37.1,1613,44.7,810,Spain,"13,767",16.4,9%,57 : 43,University of Jaén,"Electrical & Electronic Engineering,Psychology,Archaeology,Sociology,Civil Engineering,Accounting & Finance,Education,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemical Engineering,Biological Sciences,Economics & Econometrics,Computer Science,Law,Other Health,Chemistry,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Physics & Astronomy,General Engineering",False,False
8720,801–1000,Juntendo University,29.8–33.9,8720,33.5,394,18.6,815,47.3,898,52.9,357,22.8,1579,Japan,"5,980",4.6,3%,55 : 45,Juntendo University,"Communication & Media Studies,Other Health,Medicine & Dentistry,Sport Science",False,False
8730,801–1000,Kansas State University,29.8–33.9,8730,27.5,623,20.8,713,41.0,1005,42.2,735,46.9,752,United States,"19,927",13.1,7%,51 : 49,Kansas State University,"Agriculture & Forestry,Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Sociology,Biological Sciences,Computer Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Geography,Psychology,Sport Science,Veterinary Science,Chemistry,Languages, Literature & Linguistics,Architecture,General Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Law,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False
8740,801–1000,Karlstad University,29.8–33.9,8740,17.3,1447,14.4,1075,54.6,768,37.5,1429,41.2,934,Sweden,"9,698",14.0,%,63 : 37,Karlstad University,"Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Other Health,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Civil Engineering,Law,Communication & Media Studies,Business & Management,Biological Sciences,Computer Science,Psychology,Chemistry,Accounting & Finance,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies)",False,False
8750,801–1000,Kazan Federal University,29.8–33.9,8750,38.8,263,19.7,754,23.9,1332,50.7,397,61.8,456,Russian Federation,"22,673",10.4,29%,66 : 34,Kazan Federal University,"Politics & International Studies (incl Development Studies),Civil Engineering,General Engineering,Accounting & Finance,Mathematics & Statistics,Psychology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Education,Geography,Chemical Engineering,Business & Management,Electrical & Electronic Engineering,Economics & Econometrics,Physics & Astronomy,Law,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Archaeology,Medicine & Dentistry,Other Health,Sociology,Architecture,Sport Science,Art, Performing Arts & Design",False,False
8760,801–1000,Keio University,29.8–33.9,8760,31.8,452,24.7,568,44.3,952,44.9,567,33.7,1141,Japan,"33,636",10.1,8%,37 : 63,Keio University,"Art, Performing Arts & Design,Chemical Engineering,Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Architecture,History, Philosophy & Theology,Economics & Econometrics,Business & Management,Civil Engineering,Computer Science,Sociology,Geography,Archaeology,Law,Physics & Astronomy,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Politics & International Studies (incl Development Studies),Psychology,Sport Science,Electrical & Electronic Engineering,Mathematics & Statistics,Other Health,Accounting & Finance,General Engineering",False,False
8770,801–1000,Kerman University of Medical Sciences,29.8–33.9,8770,30.6,497,9.9,1534,51.2,830,41.0,844,20.8,1660,Iran,"5,226",3.4,2%,,Kerman University of Medical Sciences,"Other Health,Education,Medicine & Dentistry",False,False
8780,801–1000,Kindai University,29.8–33.9,8780,19.7,1152,11.0,1391,59.8,672,41.3,813,27.6,1363,Japan,"33,234",14.6,2%,32 : 68,Kindai University,"Chemistry,Accounting & Finance,History, Philosophy & Theology,Biological Sciences,Civil Engineering,Communication & Media Studies,Other Health,Medicine & Dentistry,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Economics & Econometrics,Law,Chemical Engineering,Architecture,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Politics & International Studies (incl Development Studies),General Engineering,Business & Management",False,False
8790,801–1000,King Faisal University,29.8–33.9,8790,18.4,1289,9.4,1594,55.4,756,43.0,678,74.1,286,Saudi Arabia,"27,805",13.1,2%,67 : 33,King Faisal University,"Mechanical & Aerospace Engineering,Accounting & Finance,Education,Civil Engineering,Economics & Econometrics,Medicine & Dentistry,Agriculture & Forestry,Other Health,Languages, Literature & Linguistics,Physics & Astronomy,Sport Science,Geology, Environmental, Earth & Marine Sciences,Sociology,Biological Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,Communication & Media Studies,Art, Performing Arts & Design,Psychology,Geography,Law,Computer Science,Business & Management,General Engineering,Chemical Engineering,History, Philosophy & Theology,Veterinary Science,Architecture,Chemistry",False,False
8800,801–1000,King Khalid University,29.8–33.9,8800,21.8,971,8.9,1661,52.9,795,37.9,1323,79.3,226,Saudi Arabia,"39,389",8.3,7%,55 : 45,King Khalid University,"Education,Law,Mechanical & Aerospace Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Other Health,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Agriculture & Forestry,History, Philosophy & Theology,Physics & Astronomy,Art, Performing Arts & Design,Psychology,Geography,Sociology,Biological Sciences,Medicine & Dentistry,Chemistry,Accounting & Finance,Computer Science,Archaeology,Civil Engineering,Sport Science,Architecture,Geology, Environmental, Earth & Marine Sciences",False,False
8810,801–1000,King Mongkut’s University of Technology Thonburi,29.8–33.9,8810,18.4,1290,18.6,816,57.0,719,71.8,181,36.0,1065,Thailand,"15,116",19.8,2%,46 : 54,King Mongkut’s University of Technology Thonburi,"Languages, Literature & Linguistics,Agriculture & Forestry,Chemical Engineering,Education,Physics & Astronomy,Civil Engineering,Biological Sciences,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Mathematics & Statistics,Accounting & Finance,General Engineering,Mechanical & Aerospace Engineering,Chemistry",False,False
8820,801–1000,Kingston University,29.8–33.9,8820,18.9,1223,16.1,947,39.5,1035,37.3,1516,87.7,141,United Kingdom,"14,975",19.4,43%,58 : 42,Kingston University,"Law,Education,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,History, Philosophy & Theology,Geography,Accounting & Finance,Computer Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Sociology,Biological Sciences,Other Health,Civil Engineering,Economics & Econometrics,Psychology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies",False,False
8830,801–1000,KL University,29.8–33.9,8830,16.9,1498,9.6,1559,68.4,511,37.2,1568,17.2,1766,India,"17,801",14.5,2%,36 : 64,KL University,"Art, Performing Arts & Design,Computer Science,Languages, Literature & Linguistics,Economics & Econometrics,General Engineering,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Mathematics & Statistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Business & Management,Chemistry,Civil Engineering,Architecture,Law,Mechanical & Aerospace Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",False,False
8840,801–1000,Kobe University,29.8–33.9,8840,33.3,399,25.2,553,38.5,1052,46.7,498,33.1,1162,Japan,"15,477",10.3,8%,36 : 64,Kobe University,"Education,Mechanical & Aerospace Engineering,Civil Engineering,History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Physics & Astronomy,Law,Business & Management,Architecture,Computer Science,Sport Science,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,General Engineering,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Other Health,Geography,Sociology,Biological Sciences",False,False
8850,801–1000,Kurume University,29.8–33.9,8850,23.0,875,11.0,1393,60.5,656,39.4,1051,23.8,1524,Japan,"5,062",7.6,2%,,Kurume University,"Other Health,Medicine & Dentistry,Law,Accounting & Finance,Languages, Literature & Linguistics,Business & Management,Psychology",False,False
8860,801–1000,Kuwait University,29.8–33.9,8860,18.2,1316,10.2,1487,61.5,633,38.9,1133,68.5,363,Kuwait,"24,680",15.2,15%,76 : 24,Kuwait University,"Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemistry,Other Health,General Engineering,Psychology,Accounting & Finance,Chemical Engineering,Mathematics & Statistics,Architecture,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,Geography,Education,Civil Engineering,Sociology,Computer Science,Business & Management,Law,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",False,False
8870,801–1000,Kyungpook National University,29.8–33.9,8870,29.2,557,35.6,303,27.5,1260,88.0,81,44.2,827,South Korea,"18,892",20.2,13%,47 : 53,Kyungpook National University,"Business & Management,General Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Medicine & Dentistry,Mathematics & Statistics,Civil Engineering,Other Health,Architecture,Electrical & Electronic Engineering,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Accounting & Finance,Chemical Engineering,Chemistry,Art, Performing Arts & Design,Law,Sociology,Physics & Astronomy,Communication & Media Studies,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sport Science,Archaeology,Geography,Education,Biological Sciences,History, Philosophy & Theology",False,False
8880,801–1000,University of Lahore,29.8–33.9,8880,15.3,1665,9.6,1560,65.3,568,37.5,1432,47.1,747,Pakistan,"27,149",14.8,2%,37 : 63,University of Lahore,"Agriculture & Forestry,Other Health,Sociology,Physics & Astronomy,Biological Sciences,Languages, Literature & Linguistics,Architecture,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management,Psychology,Economics & Econometrics,Communication & Media Studies,Accounting & Finance,Law,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemistry,Art, Performing Arts & Design,Medicine & Dentistry,Computer Science,Electrical & Electronic Engineering,Education,Sport Science,Civil Engineering",False,False
8890,801–1000,Lakehead University,29.8–33.9,8890,18.3,1301,23.0,626,46.3,915,38.9,1134,57.6,517,Canada,"8,365",25.8,21%,55 : 45,Lakehead University,"Archaeology,Mathematics & Statistics,Agriculture & Forestry,Computer Science,Education,Physics & Astronomy,Medicine & Dentistry,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Business & Management,Accounting & Finance,Chemistry,General Engineering,Psychology,Other Health,Law,Geography,History, Philosophy & Theology,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Economics & Econometrics",False,False
8900,801–1000,University of La Laguna,29.8–33.9,8900,18.2,1317,14.2,1093,55.2,758,38.4,1211,47.9,720,Spain,"18,270",12.8,5%,58 : 42,University of La Laguna,"Sport Science,Education,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Sociology,Business & Management,Civil Engineering,Other Health,History, Philosophy & Theology,Economics & Econometrics,Physics & Astronomy,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Geography,Computer Science,Chemical Engineering,Communication & Media Studies,Agriculture & Forestry,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Law,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry",False,False
8910,801–1000,University of Latvia,29.8–33.9,8910,18.6,1265,27.6,484,45.3,940,47.0,490,54.7,582,Latvia,"11,877",32.7,7%,68 : 32,University of Latvia,"Law,Communication & Media Studies,Sociology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Other Health,Politics & International Studies (incl Development Studies),Business & Management,Economics & Econometrics,Accounting & Finance,Geography,Biological Sciences,Physics & Astronomy,Art, Performing Arts & Design,Languages, Literature & Linguistics,Archaeology,Sport Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Medicine & Dentistry,Psychology",False,False
8920,801–1000,Leeds Beckett University,29.8–33.9,8920,16.7,1528,16.5,926,58.8,690,37.4,1474,57.3,523,United Kingdom,"18,945",20.3,13%,54 : 46,Leeds Beckett University Leeds  United Kingdom UK,"Psychology,Civil Engineering,Politics & International Studies (incl Development Studies),Education,Business & Management,Computer Science,Architecture,Other Health,Geography,Biological Sciences,Communication & Media Studies,Accounting & Finance,Economics & Econometrics,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Languages, Literature & Linguistics,General Engineering,Sport Science,Sociology,History, Philosophy & Theology",False,False
8930,801–1000,Lithuanian University of Health Sciences,29.8–33.9,8930,21.0,1036,10.6,1440,60.7,652,37.4,1475,58.9,502,Lithuania,"6,167",8.6,22%,75 : 25,Lithuanian University of Health Sciences,"Veterinary Science,Medicine & Dentistry,Agriculture & Forestry,Chemistry,Biological Sciences,Psychology,Other Health",False,False
