rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
6920,601–800,Kyungpook National University,32.0–37.9,6920,28.9,525,33.8,309,27.0,1168,86.5,96,41.7,846,South Korea,"19,332",19.9,12%,44 : 56,Kyungpook National University,"Business & Management,General Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Medicine & Dentistry,Mathematics & Statistics,Civil Engineering,Other Health,Architecture,Electrical & Electronic Engineering,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Accounting & Finance,Chemical Engineering,Chemistry,Art, Performing Arts & Design,Law,Sociology,Physics & Astronomy,Communication & Media Studies,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sport Science,Archaeology,Geography,Education,Biological Sciences,History, Philosophy & Theology",False,False
6930,601–800,University of La Laguna,32.0–37.9,6930,17.8,1330,13.0,1109,64.7,506,36.4,1164,48.0,677,Spain,"18,316",12.7,4%,58 : 42,University of La Laguna,"Sport Science,Education,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Sociology,Business & Management,Civil Engineering,Other Health,History, Philosophy & Theology,Economics & Econometrics,Physics & Astronomy,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Geography,Computer Science,Chemical Engineering,Communication & Media Studies,Agriculture & Forestry,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Law,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry",False,False
6940,601–800,University of Latvia,32.0–37.9,6940,19.7,1135,27.1,469,50.3,751,45.9,499,53.7,566,Latvia,"12,054",34.2,7%,70 : 30,University of Latvia,"Law,Communication & Media Studies,Sociology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Other Health,Politics & International Studies (incl Development Studies),Business & Management,Economics & Econometrics,Accounting & Finance,Geography,Biological Sciences,Physics & Astronomy,Art, Performing Arts & Design,Languages, Literature & Linguistics,Archaeology,Sport Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Medicine & Dentistry,Psychology",False,False
6950,601–800,Lehigh University,32.0–37.9,6950,28.8,529,21.3,642,53.4,694,38.0,976,65.0,383,United States,"6,400",10.7,19%,45 : 55,Lehigh University,"Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Education,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Other Health,General Engineering,Computer Science,Business & Management,Mathematics & Statistics",False,False
6960,601–800,University of Limerick,32.0–37.9,6960,22.9,857,26.9,472,52.8,705,38.4,931,80.0,205,Ireland,"14,951",24.7,16%,50 : 50,University of Limerick,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy,Politics & International Studies (incl Development Studies),Geography,Communication & Media Studies,Law,Accounting & Finance,Business & Management,Mathematics & Statistics,Chemical Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Architecture,Psychology,Other Health,Computer Science,Chemistry,Education",False,False
6970,601–800,Lithuanian University of Health Sciences,32.0–37.9,6970,19.9,1120,9.1,1518,75.0,361,35.1,1471,53.2,574,Lithuania,"6,720",9.2,17%,76 : 24,Lithuanian University of Health Sciences,"Veterinary Science,Medicine & Dentistry,Agriculture & Forestry,Chemistry,Biological Sciences,Psychology,Other Health",False,False
6980,601–800,University of Lorraine,32.0–37.9,6980,20.6,1043,14.8,969,57.5,627,38.1,966,66.3,365,France,"60,673",19.4,17%,52 : 48,University of Lorraine,"Biological Sciences,Other Health,Economics & Econometrics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Architecture,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Education,Veterinary Science,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Chemistry,Business & Management,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Law,Geology, Environmental, Earth & Marine Sciences,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Sociology",False,False
6990,601–800,Louisiana State University,32.0–37.9,6990,32.6,401,23.3,567,49.4,771,36.1,1212,39.0,926,United States,"28,656",19.9,6%,53 : 47,Louisiana State University,"Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Sociology,Sport Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Architecture,Economics & Econometrics,Chemistry,Other Health,Education,Languages, Literature & Linguistics,Geography,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Chemical Engineering,Psychology,Law,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering",False,False
7000,601–800,Lviv Polytechnic National University,32.0–37.9,7000,20.0,1107,10.1,1402,69.6,437,35.8,1279,24.5,1346,Ukraine,"21,334",10.0,1%,41 : 59,Lviv Polytechnic National University,"Architecture,Electrical & Electronic Engineering,Education,Accounting & Finance,Communication & Media Studies,Business & Management,Mathematics & Statistics,Languages, Literature & Linguistics,Psychology,Chemical Engineering,Law,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Art, Performing Arts & Design,Sociology,Civil Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Computer Science,General Engineering,Economics & Econometrics",False,False
7010,601–800,Mae Fah Luang University,32.0–37.9,7010,15.0,1597,12.0,1205,63.3,538,36.0,1240,53.0,581,Thailand,"14,136",21.7,5%,73 : 27,Mae Fah Luang University,"Chemistry,Computer Science,Physics & Astronomy,Biological Sciences,Mathematics & Statistics,Medicine & Dentistry,Economics & Econometrics,Agriculture & Forestry,Education,Chemical Engineering,Politics & International Studies (incl Development Studies),Sport Science,Languages, Literature & Linguistics,Other Health,Accounting & Finance,Law,Business & Management",False,False
7020,601–800,Mahatma Gandhi University,32.0–37.9,7020,42.0,184,28.9,414,35.1,1020,57.0,296,20.8,1489,India,"1,643",15.4,1%,68 : 32,Mahatma Gandhi University,"Business & Management,Mathematics & Statistics,Education,Languages, Literature & Linguistics,Physics & Astronomy,History, Philosophy & Theology,Psychology,Biological Sciences,Chemistry,Computer Science,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Law,Other Health,Politics & International Studies (incl Development Studies)",False,False
7030,601–800,Mahidol University,32.0–37.9,7030,33.5,368,22.4,602,42.8,880,76.1,147,46.1,726,Thailand,"29,160",9.5,5%,64 : 36,Mahidol University,"Mathematics & Statistics,Education,Geology, Environmental, Earth & Marine Sciences,Chemistry,Electrical & Electronic Engineering,Medicine & Dentistry,Other Health,Sociology,Economics & Econometrics,Physics & Astronomy,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Biological Sciences,General Engineering,Sport Science,Communication & Media Studies,Computer Science,Geography,History, Philosophy & Theology,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering",False,False
7040,601–800,Makerere University,32.0–37.9,7040,18.4,1260,22.3,609,48.0,789,52.3,353,57.2,505,Uganda,"32,113",22.0,3%,44 : 56,Makerere University,"Psychology,Archaeology,Computer Science,Chemistry,Medicine & Dentistry,Biological Sciences,Communication & Media Studies,Law,Sociology,Architecture,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Civil Engineering,Business & Management,Agriculture & Forestry,Geography,Education,Sport Science,Economics & Econometrics,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Chemical Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences",False,False
7050,601–800,University of Malakand,32.0–37.9,7050,16.1,1528,10.7,1331,67.0,472,35.4,1367,40.3,887,Pakistan,"7,256",24.5,1%,24 : 76,University of Malakand,"Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Education,Physics & Astronomy,Biological Sciences,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Business & Management,Chemistry,Law,Sociology,Economics & Econometrics,Other Health,Communication & Media Studies",False,False
7060,601–800,Manchester Metropolitan University,32.0–37.9,7060,19.0,1190,16.2,872,64.1,519,35.3,1397,70.3,314,United Kingdom,"28,520",14.7,18%,59 : 41,Manchester Metropolitan University,"Sociology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Computer Science,Sport Science,Electrical & Electronic Engineering,Education,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Law,Accounting & Finance,Communication & Media Studies,Architecture,Chemistry,Art, Performing Arts & Design,Other Health,Biological Sciences,Psychology,Business & Management,Geography,Languages, Literature & Linguistics",False,False
7070,601–800,Marche Polytechnic University,32.0–37.9,7070,20.8,1027,21.4,636,67.7,465,43.8,570,32.8,1082,Italy,"10,398",19.4,5%,46 : 54,Marche Polytechnic University,"Business & Management,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,General Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Architecture,Computer Science,Other Health,Biological Sciences,Accounting & Finance,Agriculture & Forestry",False,False
7080,601–800,"University of Maryland, Baltimore County",32.0–37.9,7080,23.5,815,23.8,558,61.2,576,35.7,1295,38.3,944,United States,"11,663",17.1,9%,45 : 55,"University of Maryland, Baltimore County","Sociology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Computer Science,Communication & Media Studies,Other Health,Accounting & Finance,Business & Management,Education,Mathematics & Statistics,Chemical Engineering",False,False
7090,601–800,Mashhad University of Medical Sciences,32.0–37.9,7090,31.0,450,13.1,1096,60.1,593,34.8,1623,23.7,1380,Iran,"9,013",9.5,4%,58 : 42,Mashhad University of Medical Sciences,"Other Health,Medicine & Dentistry",False,False
7100,601–800,Massey University,32.0–37.9,7100,23.3,834,23.9,549,39.9,942,41.8,663,93.1,74,New Zealand,"18,701",16.9,32%,63 : 37,Massey University,"Psychology,Physics & Astronomy,Accounting & Finance,Sport Science,Archaeology,Architecture,Education,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,History, Philosophy & Theology,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Art, Performing Arts & Design,Computer Science,General Engineering,Other Health,Mechanical & Aerospace Engineering,Sociology,Politics & International Studies (incl Development Studies),Business & Management,Veterinary Science,Agriculture & Forestry,Mathematics & Statistics,Geography",False,False
7110,601–800,Memorial University of Newfoundland,32.0–37.9,7110,23.0,853,20.6,672,46.4,826,59.6,268,80.7,196,Canada,"15,698",14.6,22%,55 : 45,Memorial University of Newfoundland,"Psychology,Biological Sciences,History, Philosophy & Theology,Geography,Business & Management,Chemistry,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Medicine & Dentistry,Sociology,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Education,Sport Science,General Engineering,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Archaeology,Mathematics & Statistics,Other Health,Accounting & Finance,Electrical & Electronic Engineering",False,False
7120,601–800,Middle East Technical University,32.0–37.9,7120,32.9,389,32.5,336,32.9,1070,99.8,21,41.1,866,Turkey,"18,346",23.9,9%,52 : 48,Middle East Technical University,"Languages, Literature & Linguistics,Sport Science,Archaeology,Civil Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,Computer Science,Mechanical & Aerospace Engineering,Geography,Accounting & Finance,Biological Sciences,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Chemistry,Education,Economics & Econometrics,Mathematics & Statistics",False,False
7130,601–800,University of Missouri-St Louis,32.0–37.9,7130,29.6,501,18.9,734,53.5,693,44.9,528,39.9,898,United States,"6,639",15.7,5%,58 : 42,University of Missouri-St Louis,"Art, Performing Arts & Design,Mathematics & Statistics,Archaeology,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Computer Science,Economics & Econometrics,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Psychology,Other Health,Education,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
7140,601–800,Montana State University,32.0–37.9,7140,20.5,1060,18.3,763,66.2,483,43.9,563,28.3,1220,United States,"14,153",17.6,3%,47 : 53,Montana State University,"Chemical Engineering,Architecture,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering,Other Health,Veterinary Science,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Agriculture & Forestry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Computer Science,Sport Science,History, Philosophy & Theology,Accounting & Finance,General Engineering",False,False
7150,601–800,Monterrey Institute of Technology,32.0–37.9,7150,20.8,1031,19.1,726,46.8,813,66.5,209,59.6,465,Mexico,"15,897",15.3,10%,43 : 57,Monterrey Institute of Technology Tecnológico de Monterrey Instituto Tecnológico y de Estudios Superiores de Monterrey ITESM,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,Computer Science,Medicine & Dentistry,Agriculture & Forestry,Chemistry,Mathematics & Statistics,General Engineering,Communication & Media Studies,Architecture,Education,Business & Management,Economics & Econometrics,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Other Health,Politics & International Studies (incl Development Studies),Chemical Engineering,Law,Accounting & Finance",False,False
7160,601–800,Moscow State University of Civil Engineering,32.0–37.9,7160,19.9,1121,9.6,1469,71.3,412,52.2,355,23.6,1383,Russian Federation,"9,229",8.3,10%,,Moscow State University of Civil Engineering,"Business & Management,Computer Science,Architecture,Civil Engineering",False,False
7170,601–800,Nanjing Medical University,32.0–37.9,7170,38.1,257,27.8,445,40.4,929,36.3,1176,20.6,1497,China,"20,278",8.7,4%,,Nanjing Medical University,Medicine & Dentistry,False,False
7180,601–800,Nantes Université,32.0–37.9,7180,25.5,686,22.6,589,55.1,667,41.0,715,52.5,590,France,"36,227",23.8,11%,56 : 44,Nantes Université,"History, Philosophy & Theology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Chemistry,Sociology,Art, Performing Arts & Design,Medicine & Dentistry,Archaeology,Education,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Chemical Engineering,Law,Economics & Econometrics,General Engineering,Geography,Civil Engineering,Psychology,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Business & Management",False,False
7190,601–800,National Cheng Kung University (NCKU),32.0–37.9,7190,36.5,292,42.3,192,25.2,1204,100.0,6,39.1,924,Taiwan,"19,932",15.0,13%,37 : 63,National Cheng Kung University (NCKU),"Architecture,Business & Management,Law,Politics & International Studies (incl Development Studies),Archaeology,Education,Biological Sciences,Accounting & Finance,Chemistry,Economics & Econometrics,Agriculture & Forestry,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Computer Science,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Medicine & Dentistry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sport Science",False,False
7200,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),32.0–37.9,7200,29.1,518,22.5,596,30.8,1105,84.8,103,71.0,307,France,"6,344",20.2,28%,35 : 65,National Institute of Applied Sciences of Lyon (INSA Lyon),"Electrical & Electronic Engineering,Computer Science,Civil Engineering,Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering",False,False
7210,601–800,National University of Science and Technology (MISiS),32.0–37.9,7210,27.7,571,19.2,722,39.6,950,87.6,91,67.9,346,Russian Federation,"7,207",10.9,27%,40 : 60,National University of Science and Technology (MISiS) Russia Moscow,"Languages, Literature & Linguistics,Computer Science,Electrical & Electronic Engineering,General Engineering,Accounting & Finance,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mathematics & Statistics,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Economics & Econometrics",False,False
7220,601–800,National Taiwan Normal University,32.0–37.9,7220,32.2,408,36.4,271,29.3,1130,85.2,102,54.4,554,Taiwan,"10,455",12.0,23%,,National Taiwan Normal University ntnu,"Geography,Chemical Engineering,Sociology,Sport Science,Languages, Literature & Linguistics,Communication & Media Studies,Accounting & Finance,Politics & International Studies (incl Development Studies),Psychology,Education,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,General Engineering,Other Health,Economics & Econometrics,Mathematics & Statistics,Computer Science,History, Philosophy & Theology,Electrical & Electronic Engineering,Chemistry,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False
7230,601–800,National Taiwan University of Science and Technology (Taiwan Tech),32.0–37.9,7230,28.6,535,38.4,242,36.9,993,64.8,228,50.3,630,Taiwan,"8,815",18.5,19%,30 : 70,National Taiwan University of Science and Technology (Taiwan Tech),"Computer Science,Business & Management,Architecture,General Engineering,Languages, Literature & Linguistics,Civil Engineering,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,Education",False,False
7240,601–800,University of Neuchâtel,32.0–37.9,7240,26.2,640,23.9,550,46.7,817,37.7,1020,88.1,130,Switzerland,"4,099",11.1,20%,60 : 40,University of Neuchâtel,"Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Sociology,Physics & Astronomy,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Geography,History, Philosophy & Theology,Archaeology,Communication & Media Studies,Computer Science,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Psychology",False,False
7250,601–800,University of New Brunswick UNB,32.0–37.9,7250,21.3,990,21.0,654,46.5,823,50.1,392,71.6,297,Canada,"8,628",14.3,13%,50 : 50,University of New Brunswick UNB,"Business & Management,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Other Health,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Sport Science,Biological Sciences,Economics & Econometrics,Chemistry,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemical Engineering,Geography,Archaeology,Education,Veterinary Science,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Physics & Astronomy,Civil Engineering,Communication & Media Studies",False,False
7260,601–800,University of Nicosia,32.0–37.9,7260,19.1,1180,15.2,936,58.5,618,35.7,1298,94.7,47,Cyprus,"4,662",11.8,53%,52 : 48,University of Nicosia,"Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Biological Sciences,Electrical & Electronic Engineering,Computer Science,Law,Other Health,Art, Performing Arts & Design,History, Philosophy & Theology,Civil Engineering,Accounting & Finance,Medicine & Dentistry,Sport Science,Education,Economics & Econometrics,Sociology,Business & Management,Architecture,Communication & Media Studies",False,False
7270,601–800,Nippon Medical School,32.0–37.9,7270,26.8,611,9.9,1424,64.7,507,35.1,1476,18.2,1585,Japan,869,0.9,1%,36 : 64,Nippon Medical School,Medicine & Dentistry,False,False
7280,601–800,Northern Illinois University,32.0–37.9,7280,27.0,603,16.2,874,50.0,761,35.6,1327,48.1,676,United States,"14,266",15.5,6%,51 : 49,Northern Illinois University,"General Engineering,Sociology,History, Philosophy & Theology,Computer Science,Law,Psychology,Art, Performing Arts & Design,Other Health,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Chemistry,Physics & Astronomy,Education,Electrical & Electronic Engineering,Mathematics & Statistics,Agriculture & Forestry,Communication & Media Studies",False,False
7290,601–800,Norwegian University of Life Sciences,32.0–37.9,7290,25.9,664,10.9,1307,62.5,551,40.5,756,78.8,221,Norway,"6,185",7.0,19%,56 : 44,Norwegian University of Life Sciences,"Politics & International Studies (incl Development Studies),Mathematics & Statistics,Mechanical & Aerospace Engineering,Economics & Econometrics,Physics & Astronomy,Civil Engineering,Accounting & Finance,Chemistry,Agriculture & Forestry,Architecture,General Engineering,Education,Biological Sciences,Veterinary Science,Business & Management,Geology, Environmental, Earth & Marine Sciences",False,False
7300,601–800,Ohio University (Main campus),32.0–37.9,7300,30.4,469,18.7,746,48.8,777,36.7,1126,31.2,1128,United States,"23,940",21.7,4%,56 : 44,Ohio University (Main campus),"Psychology,Accounting & Finance,Chemistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Biological Sciences,Business & Management,General Engineering,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Communication & Media Studies,Medicine & Dentistry,Economics & Econometrics,History, Philosophy & Theology,Physics & Astronomy,Sport Science,Chemical Engineering,Geography,Civil Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Other Health",False,False
7310,601–800,Ontario Tech University,32.0–37.9,7310,18.6,1238,25.7,505,51.4,733,37.4,1044,60.8,442,Canada,"8,924",29.0,7%,44 : 56,Ontario Tech University,"Communication & Media Studies,Electrical & Electronic Engineering,Other Health,Sport Science,History, Philosophy & Theology,Psychology,General Engineering,Law,Computer Science,Business & Management,Biological Sciences,Accounting & Finance,Physics & Astronomy,Education,Mathematics & Statistics,Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Sociology",False,False
7320,601–800,The Open University,32.0–37.9,7320,18.0,1310,15.8,902,62.8,547,35.1,1479,57.8,491,United Kingdom,"63,445",31.8,8%,64 : 36,The Open University,"Biological Sciences,Sport Science,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Business & Management,Chemistry,Accounting & Finance,Economics & Econometrics,Physics & Astronomy,Agriculture & Forestry,Computer Science,Mathematics & Statistics,Other Health,Psychology,Education,Sociology,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
7330,601–800,Open University of Catalonia,32.0–37.9,7330,20.5,1062,16.3,866,70.9,418,35.7,1299,46.6,714,Spain,"27,406",87.9,6%,56 : 44,Open University of Catalonia,"Psychology,Communication & Media Studies,Art, Performing Arts & Design,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Education,Business & Management,Law,Languages, Literature & Linguistics,Other Health,Sociology,Accounting & Finance",False,False
7340,601–800,Oran 1 University,32.0–37.9,7340,30.2,481,8.8,1560,56.6,644,35.3,1402,39.5,912,Algeria,"26,452",19.6,1%,72 : 28,Oran 1 University,"Medicine & Dentistry,General Engineering,Physics & Astronomy,Chemistry,Biological Sciences,Computer Science,Languages, Literature & Linguistics",False,False
7350,601–800,Oxford Brookes University,32.0–37.9,7350,26.1,650,23.7,560,49.3,774,35.3,1403,81.0,192,United Kingdom,"13,115",14.8,25%,60 : 40,Oxford Brookes University,"Other Health,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Education,Art, Performing Arts & Design,Geography,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Architecture,Law,Psychology,Computer Science,Biological Sciences,Business & Management,Languages, Literature & Linguistics,Sport Science",False,False
7360,601–800,University of Palermo,32.0–37.9,7360,17.3,1396,20.1,690,60.1,594,35.5,1347,31.4,1122,Italy,"31,324",21.6,1%,57 : 43,University of Palermo,"Languages, Literature & Linguistics,Biological Sciences,Psychology,Architecture,Chemical Engineering,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Other Health,Electrical & Electronic Engineering,Art, Performing Arts & Design,Education,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Business & Management,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Archaeology,Computer Science,Chemistry",False,False
7370,601–800,Panjab University,32.0–37.9,7370,32.9,390,14.8,971,52.6,710,35.4,1370,16.5,1631,India,"16,047",15.0,1%,50 : 50,Panjab University,"Chemistry,History, Philosophy & Theology,Accounting & Finance,Communication & Media Studies,Economics & Econometrics,Geography,Mechanical & Aerospace Engineering,Law,Psychology,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Computer Science,Sociology,Archaeology,Education,Mathematics & Statistics,Sport Science,Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Other Health,Electrical & Electronic Engineering,Biological Sciences",False,False
7380,601–800,Panthéon-Sorbonne University – Paris 1,32.0–37.9,7380,43.0,174,37.5,253,14.6,1457,35.0,1503,62.5,418,France,"34,721",28.0,21%,61 : 39,Panthéon-Sorbonne University – Paris 1,"Business & Management,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Law,Art, Performing Arts & Design,Archaeology,Mathematics & Statistics,Sociology,Geography",False,False
7390,601–800,University of Parma,32.0–37.9,7390,18.7,1226,21.6,629,69.8,433,40.9,725,37.7,963,Italy,"27,015",31.1,6%,57 : 43,University of Parma,"Accounting & Finance,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Architecture,Business & Management,Chemistry,History, Philosophy & Theology,Sport Science,Languages, Literature & Linguistics,Veterinary Science,Other Health,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Law,Psychology,Art, Performing Arts & Design,Mathematics & Statistics,Education,Computer Science,General Engineering,Physics & Astronomy",False,False
